work_id	composer_id	imslp_pageid	imslp_work_url	title	imslp_genre_categories	has_files	fetched_at
Suite, Op.153 (Reinecke, Carl)	Q159569	1027778	https://imslp.org/wiki/Suite%2C_Op.153_%28Reinecke%2C_Carl%29	Suite, Op.153			2026-09-24T15:06:41.775271+00:00
Symphony No.1, Op.79 (Reinecke, Carl)	Q159569	142693	https://imslp.org/wiki/Symphony_No.1%2C_Op.79_%28Reinecke%2C_Carl%29	Symphony No.1, Op.79			2026-09-24T15:06:41.775271+00:00
Symphony No.2, Op.134 (Reinecke, Carl)	Q159569	184406	https://imslp.org/wiki/Symphony_No.2%2C_Op.134_%28Reinecke%2C_Carl%29	Symphony No.2, Op.134			2026-09-24T15:06:41.775271+00:00
Symphony No.3, Op.227 (Reinecke, Carl)	Q159569	184411	https://imslp.org/wiki/Symphony_No.3%2C_Op.227_%28Reinecke%2C_Carl%29	Symphony No.3, Op.227			2026-09-24T15:06:41.775271+00:00
Te Deum laudamus, Op.78 (Reinecke, Carl)	Q159569	750354	https://imslp.org/wiki/Te_Deum_laudamus%2C_Op.78_%28Reinecke%2C_Carl%29	Te Deum laudamus, Op.78			2026-09-24T15:06:41.775271+00:00
Technische Uebungen und Studien, Op.149 (Reinecke, Carl)	Q159569	1548903	https://imslp.org/wiki/Technische_Uebungen_und_Studien%2C_Op.149_%28Reinecke%2C_Carl%29	Technische Uebungen und Studien, Op.149			2026-09-24T15:06:41.775271+00:00
Trauermarsch, Op.200 (Reinecke, Carl)	Q159569	38427	https://imslp.org/wiki/Trauermarsch%2C_Op.200_%28Reinecke%2C_Carl%29	Trauermarsch, Op.200	For 1 player|For piano|Marches		2026-09-24T15:06:41.775271+00:00
Trio for Piano, Clarinet, and Horn, Op.274 (Reinecke, Carl)	Q159569	155655	https://imslp.org/wiki/Trio_for_Piano%2C_Clarinet%2C_and_Horn%2C_Op.274_%28Reinecke%2C_Carl%29	Trio for Piano, Clarinet, and Horn, Op.274			2026-09-24T15:06:41.775271+00:00
Trio for Piano, Clarinet, and Viola, Op.264 (Reinecke, Carl)	Q159569	76664	https://imslp.org/wiki/Trio_for_Piano%2C_Clarinet%2C_and_Viola%2C_Op.264_%28Reinecke%2C_Carl%29	Trio for Piano, Clarinet, and Viola, Op.264	For 3 players|For clarinet, viola, piano		2026-09-24T15:06:41.775271+00:00
Trio for Piano, Oboe, and Horn, Op.188 (Reinecke, Carl)	Q159569	23446	https://imslp.org/wiki/Trio_for_Piano%2C_Oboe%2C_and_Horn%2C_Op.188_%28Reinecke%2C_Carl%29	Trio for Piano, Oboe, and Horn, Op.188	For 3 players|For oboe, horn, piano|Trios		2026-09-24T15:06:41.775271+00:00
Valse élégante, Op.36 (Reinecke, Carl)	Q159569	597179	https://imslp.org/wiki/Valse_%C3%A9l%C3%A9gante%2C_Op.36_%28Reinecke%2C_Carl%29	Valse élégante, Op.36			2026-09-24T15:06:41.775271+00:00
Variationen über eine Sarabande von J.S. Bach, Op.24 (Reinecke, Carl)	Q159569	26814	https://imslp.org/wiki/Variationen_%C3%BCber_eine_Sarabande_von_J.S._Bach%2C_Op.24_%28Reinecke%2C_Carl%29	Variationen über eine Sarabande von J.S. Bach, Op.24	For 2 pianos (arr)|For 2 players|For 2 players (arr)|For 4 flutes (arr)|For 4 players (arr)|For piano 4 hands|Variations		2026-09-24T15:06:41.775271+00:00
Variations on a Theme by J.S. Bach, Op.52 (Reinecke, Carl)	Q159569	33691	https://imslp.org/wiki/Variations_on_a_Theme_by_J.S._Bach%2C_Op.52_%28Reinecke%2C_Carl%29	Variations on a Theme by J.S. Bach, Op.52	For 1 player|For piano|Variations		2026-09-24T15:06:41.775271+00:00
Der vierjährige Posten, Op.45 (Reinecke, Carl)	Q159569	259142	https://imslp.org/wiki/Der_vierj%C3%A4hrige_Posten%2C_Op.45_%28Reinecke%2C_Carl%29	Der vierjährige Posten, Op.45			2026-09-24T15:06:41.775271+00:00
Violin Concerto, Op.141 (Reinecke, Carl)	Q159569	228623	https://imslp.org/wiki/Violin_Concerto%2C_Op.141_%28Reinecke%2C_Carl%29	Violin Concerto, Op.141			2026-09-24T15:06:41.775271+00:00
Violin Sonata, Op.116 (Reinecke, Carl)	Q159569	34432	https://imslp.org/wiki/Violin_Sonata%2C_Op.116_%28Reinecke%2C_Carl%29	Violin Sonata, Op.116	For 2 players|For violin, piano|Sonatas		2026-09-24T15:06:41.775271+00:00
Vom Bäumlein, das and're Blätter gewollt, Op.190 (Reinecke, Carl)	Q159569	828741	https://imslp.org/wiki/Vom_B%C3%A4umlein%2C_das_and%27re_Bl%C3%A4tter_gewollt%2C_Op.190_%28Reinecke%2C_Carl%29	Vom Bäumlein, das and're Blätter gewollt, Op.190			2026-09-24T15:06:41.775271+00:00
Von der Wiege bis zum Grabe, Op.202 (Reinecke, Carl)	Q159569	38684	https://imslp.org/wiki/Von_der_Wiege_bis_zum_Grabe%2C_Op.202_%28Reinecke%2C_Carl%29	Von der Wiege bis zum Grabe, Op.202	For 1 player|For 1 player (arr)|For 2 players|For 2 players (arr)|For flute, piano (arr)|For harmonium (arr)|For piano|For piano 4 hands|Pieces		2026-09-24T15:06:41.775271+00:00
Walzer-Caprice, Op.11 (Reinecke, Carl)	Q159569	726047	https://imslp.org/wiki/Walzer-Caprice%2C_Op.11_%28Reinecke%2C_Carl%29	Walzer-Caprice, Op.11			2026-09-24T15:06:41.775271+00:00
Walzer (Reinecke, Carl)	Q159569	1074762	https://imslp.org/wiki/Walzer_%28Reinecke%2C_Carl%29	Walzer			2026-09-24T15:06:41.775271+00:00
2 Weihnachtslieder, Op.240 (Reinecke, Carl)	Q159569	1124627	https://imslp.org/wiki/2_Weihnachtslieder%2C_Op.240_%28Reinecke%2C_Carl%29	2 Weihnachtslieder, Op.240			2026-09-24T15:06:41.775271+00:00
Weihnachtslied (Reinecke, Carl)	Q159569	1291413	https://imslp.org/wiki/Weihnachtslied_%28Reinecke%2C_Carl%29	Weihnachtslied			2026-09-24T15:06:41.775271+00:00
Die wilden Schwäne, Op.164 (Reinecke, Carl)	Q159569	828739	https://imslp.org/wiki/Die_wilden_Schw%C3%A4ne%2C_Op.164_%28Reinecke%2C_Carl%29	Die wilden Schwäne, Op.164			2026-09-24T15:06:41.775271+00:00
Wilhelm Tell, Op.102 (Reinecke, Carl)	Q159569	259149	https://imslp.org/wiki/Wilhelm_Tell%2C_Op.102_%28Reinecke%2C_Carl%29	Wilhelm Tell, Op.102	For 2 players (arr)|For piano 4 hands (arr)|For voices, male chorus, orchestra|For voices and chorus with orchestra		2026-09-24T15:06:41.775271+00:00
Wind Sextet, Op.271 (Reinecke, Carl)	Q159569	172574	https://imslp.org/wiki/Wind_Sextet%2C_Op.271_%28Reinecke%2C_Carl%29	Wind Sextet, Op.271	For 5 players (arr)|For 6 players|For flute, oboe, clarinet, bassoon, 2 horns|For flute, oboe, clarinet, bassoon, horn (arr)		2026-09-24T15:06:41.775271+00:00
Zenobia Overture, Op.193 (Reinecke, Carl)	Q159569	1174923	https://imslp.org/wiki/Zenobia_Overture%2C_Op.193_%28Reinecke%2C_Carl%29	Zenobia Overture, Op.193			2026-09-24T15:06:41.775271+00:00
Zur Jubelfeier, Op.166 (Reinecke, Carl)	Q159569	259153	https://imslp.org/wiki/Zur_Jubelfeier%2C_Op.166_%28Reinecke%2C_Carl%29	Zur Jubelfeier, Op.166			2026-09-24T15:06:41.775271+00:00
Zur Reformationsfeier Overture, Op.191 (Reinecke, Carl)	Q159569	1171363	https://imslp.org/wiki/Zur_Reformationsfeier_Overture%2C_Op.191_%28Reinecke%2C_Carl%29	Zur Reformationsfeier Overture, Op.191			2026-09-24T15:06:41.775271+00:00
Der blinde König, Op.39 (Hol, Richard)	Q350845	468851	https://imslp.org/wiki/Der_blinde_K%C3%B6nig%2C_Op.39_%28Hol%2C_Richard%29	Der blinde König, Op.39			2026-09-24T15:06:42.527332+00:00
David, Op.81 (Hol, Richard)	Q350845	468882	https://imslp.org/wiki/David%2C_Op.81_%28Hol%2C_Richard%29	David, Op.81			2026-09-24T15:06:42.527332+00:00
Erklärung, Op.51 (Hol, Richard)	Q350845	467893	https://imslp.org/wiki/Erkl%C3%A4rung%2C_Op.51_%28Hol%2C_Richard%29	Erklärung, Op.51	For 2 players (arr)|For orchestra|For piano 4 hands (arr)|Pieces		2026-09-24T15:06:42.527332+00:00
Mass, Op.28 (Hol, Richard)	Q350845	467897	https://imslp.org/wiki/Mass%2C_Op.28_%28Hol%2C_Richard%29	Mass, Op.28	For 3 voices, organ|For voices with keyboard|Masses		2026-09-24T15:06:42.527332+00:00
Mélodie Bohémienne, Op.117 (Hol, Richard)	Q350845	467895	https://imslp.org/wiki/M%C3%A9lodie_Boh%C3%A9mienne%2C_Op.117_%28Hol%2C_Richard%29	Mélodie Bohémienne, Op.117	For 1 player|For piano|Songs		2026-09-24T15:06:42.527332+00:00
Saïdjah, Op.30 (Hol, Richard)	Q350845	467907	https://imslp.org/wiki/Sa%C3%AFdjah%2C_Op.30_%28Hol%2C_Richard%29	Saïdjah, Op.30	For 2 players|For 2 players (arr)|For cello, piano|For viola, piano (arr)|For violin, piano|For violin, piano (arr)		2026-09-24T15:06:42.527332+00:00
Symphony No.1, Op.44 (Hol, Richard)	Q350845	467899	https://imslp.org/wiki/Symphony_No.1%2C_Op.44_%28Hol%2C_Richard%29	Symphony No.1, Op.44	For 2 players (arr)|For orchestra|For piano 4 hands (arr)|Symphonies		2026-09-24T15:06:42.527332+00:00
Symphony No.3, Op.101 (Hol, Richard)	Q350845	467904	https://imslp.org/wiki/Symphony_No.3%2C_Op.101_%28Hol%2C_Richard%29	Symphony No.3, Op.101	For 2 players (arr)|For orchestra|For piano 4 hands (arr)|Symphonies		2026-09-24T15:06:42.527332+00:00
